product_code,product_name,brand
8410510012202,Chocolate Negro,Dark Excelente
3067140013120,Chicorée soluble nature,Leroux
20150907,,Alesto
6111184000701,Star moutarde 200 g,Star
6111243860376,ice,ice
3021769505602,POM'POTES Compotes Gourdes Pomme Nature 1x90g,"Materne, POM'POTES, Sans sucres ajoutés"
7613032655495,"Chicorée & Café, RICORÉ® L'Original, Boîte de 260g","Nestlé, Ricoré"
3046920016377,LINDT EXCELLENCE 100% COCOA,Lindt
6111162000181,Joly Thon Entier,Joly
7622210995087,180G C OR NOIR NOISETTE,"Côte D’Or, Mondelez"
5018357012497,simply nutty muesli,dorset cereals
6111021090056,Aicha Tomato Paste,Aicha
8402001010873,Muesli Crunchy 0%,Hacendado
6111266962576,,Jaouda
3033710065783,Le Choco,"Nestlé, Le chocolat"
5000111046244,HP Sauce Original imp,HP Foods
5060198640261,Classic Torinesi Breadsticks,Crosta & Mollica
3228857000852,Harrys pain de mie 100% mie nature sans croute 500g,Harrys
3760049790252,Pain de mie grandes tranches Toastiligne complet,la boulangère
6111032010128,Danone (zéro sucre ajouté zéro matière grasse),Danone
6111032002208,Activia Céréales,Danone
6111242882263,,رفيع
3366321051686,Oméga 3 Doux Tartine & Cuisson,St Hubert
5010044000404,Wholemeal Medium Sliced,Warburtons
5018095011271,Puy Lentils & French green lentils,Merchant Gourmet
7613287194374,Bitesize shredded wheat,Nestlé
20000653,Doce Extra Fresa Morango,"Lidl,Maribel"
3242274030056,Salade & Compagnie Manhattan Poulet Roti,Sodebo
3329757002998,Poudre stevia,Pure Via
8000500082379,nutella,Ferrero
5000246728749,Anchor spreadable,Anchor
6111035002359,Sidi Ali Kids,
5060088707685,Barres de fruits secs & noix Myrtilles,nakd
5000129341041,Hand finished seeded sourdough bread,Coop
6111031005033,Tagger,Bimo
3175681209282,Goûter 4S Saveur pommes,Gerblé
5000119117359,Wheat Biscuits,Tesco
5070000126579,Super Seedy & Nutty Granola,Bio & Me
5449000135544,Ciel 50cl,Ciel
5060088700112,Protein Cocoa Hazelnut Bars,Nakd
8719200269828,Vegan Spread,Flora
3330720237361,Pâte à tartiner noisette du Lot et Garonne cacao,Lucien Georgelin
8480000142139,Digestive Avena,Hacendado
5000184321064,Majoneesi,HELLMANN'S
7622210476296,Thé - Biscuits,Lu
3251490307002,Goûter pépites de chocolat,Gerblé
3178530410105,Petites Madeleines,St Michel
8436547770137,Kéfir natural sabor suave,Hacendado
5000157062673,Cream of tomato soup imp,Heinz
6111128000217,Ain Saiss,Eau Minérale
3176582033563,Coulommiers Doux et Crémeux,"CF&R,Cœur de Lion,Savencia"
3254380008430,"CRISTALINE Eau De Source Pétillante 1,5L",Cristaline
5060042641406,Sea salt & cider vinegar chips,Tyrrell’s
6111018903185,Nescafe classic,Nescafé
5000157143037,Heinz [Seriously] Good Mayonnaise,Heinz
3229820769165,Muesli avoine chocolat bio,Bjorg
9111445000430,eau minérale,Sidi Ali
6111162000822,,Délicia
7613036249928,eau minerale,"Nestlé, Nestlé Waters, Vittel"
87157277,Tomato Ketchup 910g,HEINZ
5285000396437,,
8410376037784,Sandwich Zero Sin Azúcares,Gullón
8410109121551,Cacao puro desgrasado en polvo,La Chocolatera
6111259733749,,
80761761,Kinder Bueno White,Kinder
6410500090014,Finn Crisp,"Finn Crisp, LANTMANNEN CEREALIA AS"
7622210204424,Príncipe crema de chocolate,LU
5036589200970,Greek Style Yoghurt,Yeo Valley
10001295,meat feast pizza,co op
8410076470812,6 Wraps blé complet,Old El Paso
5411188118121,"Fermentiertes Sojaprodukt, Ungesüßt",Alpro
3033710065967,NESQUIK Cacao,"Nestlé, Nesquik"
3161711001971,Caprice des dieux,caprice des dieux
3272770097642,Le Goût Primeur format familial,"Savencia, St Moret"
5053990155354,Sour Cream & Onion,Pringles
7622201809638,napolitain,"LU, Mondelez, Napolitain"
4056489028109,Shot de gingembre bio,Solevita
5000436857112,Malt Wheats,Tesco
5060283762199,PROPERCHIPS Sea Salt Lentil Chips,Proper
6111021090100,Double concentre de tomate,Aicha
3228021170039,PRESIDENT CAMEMBERT 250g,"Lactalis, Président"
5010029226188,Muesli,Alpen
8052575090292,Nocciolata - Pâte à tartiner au cacao et noisettes,RIGONI DI ASIAGO BIO
5010029229035,Crispy minis imp,Weetabix
6111099000582,Lio huile de table,lio
6111101001361,Asta,"Asta,Café"
3182180001477,Grilletine au froment sans sucres ajoutés,brioche pasquier
8445290133403,Nesquik,"Nestlé,Nesquik"
5010044002552,Seeded Batch,Warburtons
5000436589457,Semi-Skimmed 1.8% Fat Milk,Tesco
6111242070783,,سنطرال
6923818881323,Petits fours financiers,
3608580124108,Be Nuts! Pâte à tartiner Cacahuète,Andros
3175681066632,Biscuits pavot citron,Gerblé
5053990127726,Pringles Original,Pringles
5000295008069,63% fat spread with buttermilk,Clover
5010265002836,The Original Crunchy Rye Breads,Ryvita
5060337221085,Kefir,Biotiful
5060088706534,Blueberry Muffin Myrtilles,Nakd
5201054017531,5% Greek Yoghurt,Fage
5740900404540,Lurpak Lighter,Lurpak
3228857002344,Pain de mie american sandwich complet sans sucres ajoutés 600g,Harrys
6111031005538,merendina big,bimo
8480000168832,Crema de cacahuetes 100%,Hacendado
5449000008046,Coca-Cola slim 25cl,Coca-Cola
3045320094084,Raspberry Conserve,Bonne Maman
7613036669146,CHOCAPIC BIO Céréales 375g,"Nestlé, Chocapic"
3608580065371,Pâte à tartiner noisettes et cacao,Bonne Maman
6111032002888,Velouté Fraise,Danone
5010003000339,Tasty Wholemeal Medium,Hovis
6111005054081,Levure chimique en poudre,alsa
3302740087042,Les Tranches Végé Pois chiches,Fleury Michon
7622210713889,Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU
5010092093441,50/50 Medium Bread,Kingsmill
4088600072517,Baked Beans in a Rich Tomato Sauce,Bramwells
5013683305589,Middle Eastern Plant-Based Falafels,Cauldron
612322000127,Super Seeded Oatcakes,Nairn&#039;s
5060198642760,Piadina,Crosta & Mollica
7613034626844,Céréales Chocapic,"Nestlé,Chocapic"
7622210421968,Véritable Petit Écolier Chocolat au Lait,"LU,Mondelez International"
3182180002115,Grilletines blé complet,"Brioche Pasquier, Pasquier"
6111245370064,Levure,Sboula
5060043224561,Low Sugar Nuts & Seeds Granola imp,Lizi’s
7622210713780,Belvita Petit Déjeuner Chocolat,"LU,Mondelez"
3068320114453,Badoit 1 L PET,BADOIT
3155250364772,Primevère Tartine & Cuisson,Primevère
8076809513746,Pesto alla Genovese,Barilla
9002490100070,Red Bull,Red Bull
5060283760072,Proper Corn Sweet & Salty,Popper Corn
5010044000251,Wholemeal Bread,Warburtons
6111028001024,Kiri,Kiri
6111242100022,Leben JAOUDA,Jaouda
8480000038524,Guacamole,Hacendado
4056489471264,Edelbitter Mild 90%,"J.D. Gross,Lidl"
3017760000062,Véritable Petit Beurre Pocket,lu
3228857001194,Harrys beau & bon pain de mie farine de ble cereales & graines 320g,Harrys
5013665115571,Beurre de cacahuètes,Whole Earth
5000295142893,Mature Cheddar,Cathedral City
5052909732600,Squeezy Honey,Tesco
6111262820245,Pâte a tartiner,dulcetto
6111265800497,Albane,
3336971805021,Chips de lentilles saveur fines herbes,Vico
3154230809869,HERTA LE BON PARIS Jambon à l'étouffée sans nitrite x4-140g,"HERTA, Le Bon Paris"
5000373704289,Vitalite Dairy Free Spread,Vitalite- suitable for Vegan
8719200269934,Flora Natural Ingredients Lighter,Flora
6111032009870,Raibi jamila,central
20713713,Chocolat noir Equateur Bio,J.D. Gross
3017620420702,Nutella pâte à tartiner aux noisettes et au cacao,"Ferrero, Nutella"
4088600060941,Greek 0%,Aldi- emporium
6111024004746,Huile d'olive vierge de Maroc,ALHORRA
6111032000624,Lait naturel,Salim
5010477348395,Country Crisp - Chocolat noir 70% cacao,Jordans
3251490320001,Biscuit complet au germe de blé,Gerblé
5411188125808,Ohne Zuckerzusatz* Mango,Alpro
7622210100917,Milka galette choco,LU
20004132,Gehackte Tomaten,Baresa
8001060375109,Pesto Classic Basil,Saclà
4088600041445,Slightly Salted Spreadable Butter,Nordpak
5050974505259,Ryvita Multigrain Crispbread,RYVITA
6111037000506,Margarine patissière,Ledda
6111126005580,Chergui Lait,Chergui
8715700423913,Tomato ketchup,Heinz
3523230028431,La bûche Sainte-Maure (Poitou-Charentes,Soignon
